Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
SPLK,Splunk Inc. Common Stock,$91.96,3.50,3.957%,14796364000.00,United States,2012,962042,Technology,Computer Software: Prepackaged Software
SPSC,SPS Commerce Inc. Common Stock,$111.46,-1.59,-1.406%,4023163078.00,United States,2010,177449,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,$58.28,0.21,0.362%,3172756265.00,United States,2019,479421,Technology,EDP Services
SPWR,SunPower Corporation Common Stock,$15.65,-0.16,-1.012%,2720947718.00,United States,2005,2068788,Technology,Semiconductors
SSNC,SS&C Technologies Holdings Inc. Common Stock,$58.83,0.76,1.309%,14988760582.00,United States,2010,808435,Technology,EDP Services
STNE,StoneCo Ltd. Class A Common Shares,$7.77,0.07,0.909%,2423328462.00,Brazil,2018,7039632,Technology,EDP Services
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$69.09,-2.35,-3.289%,14843569818.00,Ireland,2002,1782457,Technology,Electronic Components
SWKS,Skyworks Solutions Inc. Common Stock,$91.12,-1.52,-1.641%,14663589330.00,United States,,1790985,Technology,Semiconductors
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,$114.06,-3.99,-3.38%,4517595065.00,United States,2002,434903,Technology,Computer peripheral equipment
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,$197.51,10.11,5.395%,50066168980.00,United Kingdom,2015,1710908,Technology,Computer Software: Prepackaged Software
TENB,Tenable Holdings Inc. Common Stock,$46.16,0.75,1.652%,5104473706.00,United States,2018,614502,Technology,EDP Services
TIGO,Millicom International Cellular S.A. Common Stock,$14.76,0.39,2.714%,2521399494.00,Luxembourg,,274430,Telecommunications,Telecommunications Equipment
TMUS,T-Mobile US Inc. Common Stock,$136.81,2.27,1.687%,171502941003.00,United States,,3543847,Telecommunications,Telecommunications Equipment
TSEM,Tower Semiconductor Ltd. Ordinary Shares,$45.71,-0.47,-1.018%,4991225103.00,Israel,1994,487646,Technology,Semiconductors
TTD,The Trade Desk Inc. Class A Common Stock,$41.66,-0.23,-0.549%,20260332453.00,United States,2016,5331340,Technology,EDP Services
TTEC,TTEC Holdings Inc. Common Stock,$68.18,0.29,0.427%,3206889526.00,United States,1996,87891,Technology,Retail: Computer Software & Peripheral Equipment
TTWO,Take-Two Interactive Software Inc. Common Stock,$124.86,2.33,1.902%,20242279976.00,United States,1997,1003524,Technology,Computer Software: Prepackaged Software
TWKS,Thoughtworks Holding Inc. Common Stock,$14.54,0.43,3.047%,4512131316.00,United States,2021,662848,Technology,EDP Services
TXN,Texas Instruments Incorporated Common Stock,$148.54,-5.11,-3.326%,136973761336.00,United States,,8738177,Technology,Semiconductors
VG,Vonage Holdings Corp. Common Stock,$19.08,0.24,1.274%,4895592383.00,United States,2006,1814927,Telecommunications,Telecommunications Equipment
VIAV,Viavi Solutions Inc. Common Stock,$13.09,-0.14,-1.058%,2982307044.00,United States,,1135777,Technology,Radio And Television Broadcasting And Communications Equipment
VICR,Vicor Corporation Common Stock,$53.28,-1.45,-2.649%,2342529046.00,United States,,173804,Technology,Industrial Machinery/Components
VOD,Vodafone Group Plc American Depositary Shares,$15.61,0.03,0.193%,43821073408.00,United Kingdom,,4652811,Telecommunications,Telecommunications Equipment
VRNS,Varonis Systems Inc. Common Stock,$30.53,1.21,4.127%,3345162147.00,United States,2014,655133,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,$42.30,-0.05,-0.118%,2735817008.00,United States,2010,327501,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,$170.81,3.48,2.08%,18711346605.00,United States,1998,535355,Technology,EDP Services
VSAT,ViaSat Inc. Common Stock,$28.15,-2.48,-8.097%,2095402648.00,United States,1996,611422,Technology,Radio And Television Broadcasting And Communications Equipment
WB,Weibo Corporation American Depositary Share,$24.23,1.10,4.756%,5731894159.00,China,2014,626305,Technology,Internet and Information Services
